Name,Date,Open,High,Low,Close,Adj Close,Volume
META,7/30/18,175.300003,175.300003,166.559998,171.059998,171.059998,65280800
META,7/31/18,170.669998,174.240005,170,172.580002,172.580002,40356500
META,8/1/18,173.929993,175.080002,170.899994,171.649994,171.649994,34042100
META,8/2/18,170.679993,176.789993,170.270004,176.369995,176.369995,32400000
META,8/3/18,177.690002,178.850006,176.149994,177.779999,177.779999,24763400
META,8/6/18,178.970001,185.789993,178.380005,185.690002,185.690002,49716200
META,8/7/18,186.5,188.300003,183.720001,183.809998,183.809998,33398600
META,8/8/18,184.75,186.850006,183.759995,185.179993,185.179993,22205200
META,8/9/18,185.850006,186.570007,182.479996,183.089996,183.089996,19732100
META,8/10/18,182.039993,182.100006,179.419998,180.259995,180.259995,21500400
META,8/13/18,180.100006,182.610001,178.899994,180.050003,180.050003,17423300
META,8/14/18,180.710007,181.990005,178.619995,181.110001,181.110001,19102000
META,8/15/18,179.339996,180.869995,174.779999,179.529999,179.529999,33020200
META,8/16/18,180.419998,180.5,174.009995,174.699997,174.699997,31351800
META,8/17/18,174.5,176.220001,172.039993,173.800003,173.800003,24893200
META,8/20/18,174.039993,174.570007,170.910004,172.5,172.5,21518000
META,8/21/18,172.809998,174.169998,171.389999,172.619995,172.619995,19578500
META,8/22/18,172.210007,174.240005,172.130005,173.639999,173.639999,16894100
META,8/23/18,173.089996,175.550003,172.830002,172.899994,172.899994,18053600
META,8/24/18,173.699997,174.820007,172.919998,174.649994,174.649994,14631600
META,8/27/18,175.990005,178.669998,175.789993,177.460007,177.460007,17921900
META,8/28/18,178.100006,178.240005,175.830002,176.259995,176.259995,15910700
META,8/29/18,176.300003,176.789993,174.75,175.899994,175.899994,18494100
META,8/30/18,175.899994,179.789993,175.699997,177.639999,177.639999,24216500
META,8/31/18,177.149994,177.619995,174.979996,175.729996,175.729996,18065200
META,9/4/18,173.5,173.889999,168.800003,171.160004,171.160004,29809000
META,9/5/18,169.490005,171.130005,166.669998,167.179993,167.179993,31226700
META,9/6/18,166.979996,166.979996,160,162.529999,162.529999,41514800
META,9/7/18,160.309998,164.630005,160.160004,163.039993,163.039993,24300600
META,9/10/18,163.509995,165.009995,162.160004,164.179993,164.179993,20197700
META,9/11/18,163.940002,167.190002,163.720001,165.940002,165.940002,20457100
META,9/12/18,163.25,164.490005,161.800003,162,162,24078100
META,9/13/18,162,163.320007,160.860001,161.360001,161.360001,25453800
META,9/14/18,161.720001,162.839996,160.339996,162.320007,162.320007,21770400
META,9/17/18,161.919998,162.059998,159.770004,160.580002,160.580002,21005300
META,9/18/18,159.389999,161.759995,158.869995,160.300003,160.300003,22465200
META,9/19/18,160.080002,163.440002,159.479996,163.059998,163.059998,19629000
META,9/20/18,164.5,166.449997,164.470001,166.020004,166.020004,18936000
META,9/21/18,166.639999,167.25,162.809998,162.929993,162.929993,45994800
META,9/24/18,161.029999,165.699997,160.880005,165.410004,165.410004,19222800
META,9/25/18,161.990005,165.589996,161.149994,164.910004,164.910004,27622800
META,9/26/18,164.300003,169.300003,164.210007,166.949997,166.949997,25252200
META,9/27/18,167.550003,171.770004,167.210007,168.839996,168.839996,27266900
META,9/28/18,168.330002,168.789993,162.559998,164.460007,164.460007,34265600
META,10/1/18,163.029999,165.880005,161.259995,162.440002,162.440002,26407700
META,10/2/18,161.580002,162.279999,158.669998,159.330002,159.330002,36031000
META,10/3/18,160,163.660004,159.529999,162.429993,162.429993,23109500
META,10/4/18,161.460007,161.460007,157.350006,158.850006,158.850006,25739600
META,10/5/18,159.210007,160.899994,156.199997,157.330002,157.330002,25744000
META,10/8/18,155.539993,158.339996,154.389999,157.25,157.25,24046000
META,10/9/18,157.690002,160.589996,157.419998,157.899994,157.899994,18844400
META,10/10/18,156.820007,157.690002,151.309998,151.380005,151.380005,30610000
META,10/11/18,150.130005,154.809998,149.160004,153.350006,153.350006,35338900
META,10/12/18,156.729996,156.889999,151.300003,153.740005,153.740005,25293500
META,10/15/18,153.320007,155.570007,152.550003,153.520004,153.520004,15433500
META,10/16/18,155.399994,159.460007,155.009995,158.779999,158.779999,19180100
META,10/17/18,159.559998,160.490005,157.949997,159.419998,159.419998,17592000
META,10/18/18,158.509995,158.660004,153.279999,154.919998,154.919998,21675100
META,10/19/18,155.860001,157.350006,153.550003,154.050003,154.050003,19761300
META,10/22/18,154.759995,157.339996,154.460007,154.779999,154.779999,15424700
META,10/23/18,151.220001,154.770004,150.850006,154.389999,154.389999,19095000
META,10/24/18,154.279999,154.649994,145.600006,146.039993,146.039993,27744600
META,10/25/18,147.729996,152.210007,147,150.949997,150.949997,22105700
META,10/26/18,145.820007,149,143.800003,145.369995,145.369995,31303300
META,10/29/18,148.5,148.830002,139.029999,142.089996,142.089996,31336800
META,10/30/18,139.940002,146.639999,139.740005,146.220001,146.220001,50528300
META,10/31/18,155,156.399994,148.960007,151.789993,151.789993,60101300
META,11/1/18,151.520004,152.75,149.350006,151.75,151.75,25640800
META,11/2/18,151.800003,154.130005,148.960007,150.350006,150.350006,24708700
META,11/5/18,150.100006,150.190002,147.440002,148.679993,148.679993,15971200
META,11/6/18,149.309998,150.970001,148,149.940002,149.940002,16667100
META,11/7/18,151.570007,153.009995,149.830002,151.529999,151.529999,21877400
META,11/8/18,150.490005,150.940002,146.740005,147.869995,147.869995,24145800
META,11/9/18,146.75,147.759995,144.070007,144.960007,144.960007,17326900
META,11/12/18,144.479996,145.039993,140.490005,141.550003,141.550003,18542100
META,11/13/18,142,144.880005,141.619995,142.160004,142.160004,15141700
META,11/14/18,143.699997,145.580002,141.550003,144.220001,144.220001,22068400
META,11/15/18,142.330002,144.839996,140.830002,143.850006,143.850006,30320300
META,11/16/18,141.070007,141.770004,137.770004,139.529999,139.529999,37250600
META,11/19/18,137.610001,137.75,131.210007,131.550003,131.550003,44362700
META,11/20/18,127.029999,134.160004,126.849998,132.429993,132.429993,41939500
META,11/21/18,134.399994,137.190002,134.130005,134.820007,134.820007,25469700
META,11/23/18,133.649994,134.5,131.259995,131.729996,131.729996,11886100
META,11/26/18,133,137,132.779999,136.380005,136.380005,24263600
META,11/27/18,135.75,136.610001,133.710007,135,135,20750300
META,11/28/18,136.279999,136.789993,131.850006,136.759995,136.759995,29847500
META,11/29/18,135.919998,139.990005,135.660004,138.679993,138.679993,24238700
META,11/30/18,138.259995,140.970001,137.360001,140.610001,140.610001,25732600
META,12/3/18,143,143.679993,140.759995,141.089996,141.089996,24819200
META,12/4/18,140.729996,143.389999,137.160004,137.929993,137.929993,30307400
META,12/6/18,133.820007,139.699997,133.669998,139.630005,139.630005,28218100
META,12/7/18,139.25,140.869995,136.660004,137.419998,137.419998,21195500
META,12/10/18,139.600006,143.050003,139.009995,141.850006,141.850006,26422200
META,12/11/18,143.880005,143.880005,141.100006,142.080002,142.080002,20300300
META,12/12/18,143.080002,147.190002,142.509995,144.5,144.5,23696900
META,12/13/18,145.570007,145.850006,143.190002,145.009995,145.009995,18148600
META,12/14/18,143.339996,146.009995,142.509995,144.059998,144.059998,21785800
META,12/17/18,143.080002,144.919998,138.419998,140.190002,140.190002,24334000
META,12/18/18,141.080002,145.929993,139.830002,143.660004,143.660004,24709100
META,12/19/18,141.210007,144.910004,132.5,133.240005,133.240005,57404900
META,12/20/18,130.699997,135.570007,130,133.399994,133.399994,40297900
META,12/21/18,133.389999,134.899994,123.419998,124.949997,124.949997,56901500
META,12/24/18,123.099998,129.740005,123.019997,124.059998,124.059998,22066000
META,12/26/18,126,134.240005,125.889999,134.179993,134.179993,39723400
META,12/27/18,132.440002,134.990005,129.669998,134.520004,134.520004,31202500
META,12/28/18,135.339996,135.919998,132.199997,133.199997,133.199997,22627600
META,12/31/18,134.449997,134.639999,129.949997,131.089996,131.089996,24625300
META,1/2/19,128.990005,137.509995,128.559998,135.679993,135.679993,28146200
META,1/3/19,134.690002,137.169998,131.119995,131.740005,131.740005,22717900
META,1/4/19,134.009995,138,133.75,137.949997,137.949997,29002100
META,1/7/19,137.559998,138.869995,135.910004,138.050003,138.050003,20089300
META,1/8/19,139.889999,143.139999,139.539993,142.529999,142.529999,26263800
META,1/9/19,142.949997,144.699997,141.270004,144.229996,144.229996,22205900
META,1/10/19,143.080002,144.559998,140.839996,144.199997,144.199997,16125000
META,1/11/19,143.149994,145.360001,142.570007,143.800003,143.800003,12908000
META,1/14/19,142,146.570007,141.270004,145.389999,145.389999,20520300
META,1/15/19,146.009995,150.679993,145.990005,148.949997,148.949997,24069000
META,1/16/19,149,149.649994,147,147.539993,147.539993,18025700
META,1/17/19,146.949997,149,146.5,148.300003,148.300003,15787900
META,1/18/19,149.75,152.429993,148.550003,150.039993,150.039993,31029600
META,1/22/19,149.199997,151.529999,146.369995,147.570007,147.570007,22378700
META,1/23/19,148.279999,148.800003,143.059998,144.300003,144.300003,20098400
META,1/24/19,144.639999,146.440002,142.520004,145.830002,145.830002,20955500
META,1/25/19,147.479996,149.830002,146.539993,149.009995,149.009995,22237200
META,1/28/19,148.050003,148.960007,146.210007,147.470001,147.470001,15508500
META,1/29/19,148.089996,148.100006,143.429993,144.190002,144.190002,17632100
META,1/30/19,146.220001,150.949997,145.699997,150.419998,150.419998,44613200
META,1/31/19,165.600006,171.679993,165,166.690002,166.690002,77233600
META,2/1/19,165.839996,169.100006,165.660004,165.710007,165.710007,30806500
META,2/4/19,165.699997,169.300003,163.619995,169.25,169.25,20036000
META,2/5/19,169.149994,171.979996,168.690002,171.160004,171.160004,22557000
META,2/6/19,171.199997,172.470001,169.270004,170.490005,170.490005,13281200
META,2/7/19,168.199997,169.240005,165.25,166.380005,166.380005,17517600
META,2/8/19,164.470001,167.369995,164.210007,167.330002,167.330002,12561400
META,2/11/19,167.899994,168.300003,165.080002,165.789993,165.789993,12811200
META,2/12/19,166.860001,168.339996,164.5,165.039993,165.039993,16292300
META,2/13/19,165.380005,166.220001,163.729996,164.070007,164.070007,14205100
META,2/14/19,163.190002,164.869995,162.25,163.949997,163.949997,12755200
META,2/15/19,164.509995,164.699997,160.860001,162.5,162.5,15504400
META,2/19/19,160.5,164.149994,160.330002,162.289993,162.289993,14345400
META,2/20/19,162.25,163.720001,161.25,162.559998,162.559998,11770700
META,2/21/19,161.929993,162.240005,159.589996,160.039993,160.039993,15607800
