Name,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,7/30/18,47.974998,48.049999,47.267502,47.477501,45.37307,84118000
AAPL,7/31/18,47.575001,48.035,47.334999,47.572498,45.463867,157492000
AAPL,8/1/18,49.782501,50.439999,49.327499,50.375,48.142143,271742800
AAPL,8/2/18,50.145,52.095001,50.087502,51.8475,49.549374,249616000
AAPL,8/3/18,51.7575,52.185001,51.369999,51.997501,49.69273,133789600
AAPL,8/6/18,52,52.3125,51.767502,52.267502,49.950764,101701600
AAPL,8/7/18,52.330002,52.375,51.689999,51.7775,49.482479,102349600
AAPL,8/8/18,51.512501,51.952499,51.130001,51.8125,49.51593,90102000
AAPL,8/9/18,52.3825,52.445,51.799999,52.220001,49.905373,93970400
AAPL,8/10/18,51.84,52.275002,51.6675,51.8825,49.756714,98444800
AAPL,8/13/18,52.327499,52.737499,51.924999,52.217499,50.077995,103563600
AAPL,8/14/18,52.540001,52.639999,52.064999,52.4375,50.288986,82992000
AAPL,8/15/18,52.305,52.685001,52.0825,52.560001,50.406456,115230400
AAPL,8/16/18,52.9375,53.452499,52.8675,53.330002,51.144909,114001600
AAPL,8/17/18,53.360001,54.487499,53.290001,54.395,52.166267,141708000
AAPL,8/20/18,54.525002,54.794998,53.7775,53.865002,51.657986,121150800
AAPL,8/21/18,54.200001,54.297501,53.5075,53.759998,51.557281,104639200
AAPL,8/22/18,53.525002,54.09,53.459999,53.762501,51.559689,76072400
AAPL,8/23/18,53.662498,54.262501,53.650002,53.872501,51.665173,75532800
AAPL,8/24/18,54.150002,54.224998,53.7775,54.040001,51.825825,73905600
AAPL,8/27/18,54.287498,54.685001,54.0825,54.485001,52.252586,82100400
AAPL,8/28/18,54.752499,55.134998,54.73,54.924999,52.674553,91107200
AAPL,8/29/18,55.037498,55.872501,54.852501,55.744999,53.460953,109019200
AAPL,8/30/18,55.8125,57.064999,55.599998,56.2575,53.952454,195175200
AAPL,8/31/18,56.627499,57.217499,56.5,56.907501,54.575821,173360400
AAPL,9/4/18,57.102501,57.294998,56.657501,57.09,54.750851,109560400
AAPL,9/5/18,57.247501,57.4175,56.275002,56.717499,54.393612,133332000
AAPL,9/6/18,56.557499,56.837502,55.325001,55.775002,53.489731,137160000
AAPL,9/7/18,55.462502,56.342499,55.177502,55.325001,53.05817,150479200
AAPL,9/10/18,55.237499,55.462502,54.1175,54.5825,52.346085,158066000
AAPL,9/11/18,54.502499,56.075001,54.139999,55.962502,53.669548,142996000
AAPL,9/12/18,56.235001,56.25,54.959999,55.267502,53.003025,197114800
AAPL,9/13/18,55.880001,57.087502,55.642502,56.602501,54.283329,166825600
AAPL,9/14/18,56.4375,56.709999,55.630001,55.959999,53.667152,127997200
AAPL,9/17/18,55.537498,55.737499,54.317501,54.470001,52.238194,148780400
AAPL,9/18/18,54.447498,55.462502,54.279999,54.560001,52.32452,126286800
AAPL,9/19/18,54.625,54.904999,53.825001,54.592499,52.355671,108495200
AAPL,9/20/18,55.060001,55.57,54.787498,55.0075,52.753681,106435200
AAPL,9/21/18,55.195,55.34,54.322498,54.415001,52.185459,384986800
AAPL,9/24/18,54.205002,55.314999,54.157501,55.197498,52.93589,110773600
AAPL,9/25/18,54.9375,55.705002,54.924999,55.547501,53.271549,98217600
AAPL,9/26/18,55.25,55.9375,54.939999,55.105,52.847179,95938800
AAPL,9/27/18,55.955002,56.610001,55.884998,56.237499,53.933281,120724800
AAPL,9/28/18,56.197498,56.459999,56.005001,56.435001,54.122684,91717600
AAPL,10/1/18,56.987499,57.355,56.587502,56.814999,54.487122,94403200
AAPL,10/2/18,56.8125,57.5,56.657501,57.32,54.971436,99152800
AAPL,10/3/18,57.512501,58.3675,57.445,58.017502,55.64035,114619200
AAPL,10/4/18,57.695,58.087502,56.682499,56.997501,54.66214,128168000
AAPL,10/5/18,56.990002,57.102501,55.145,56.072498,53.775036,134322000
AAPL,10/8/18,55.552502,56.200001,55.049999,55.942501,53.650368,118655600
AAPL,10/9/18,55.91,56.817501,55.5625,56.717499,54.393612,107564000
AAPL,10/10/18,56.365002,56.587502,54.012501,54.09,51.873775,167962400
AAPL,10/11/18,53.630001,54.875,53.080002,53.612499,51.415829,212497600
AAPL,10/12/18,55.105,55.720001,54.209999,55.5275,53.252369,161351600
AAPL,10/15/18,55.290001,55.4575,54.317501,54.34,52.113525,123164000
AAPL,10/16/18,54.732498,55.747501,54.189999,55.537498,53.261959,116736000
AAPL,10/17/18,55.575001,55.66,54.834999,55.297501,53.031803,91541600
AAPL,10/18/18,54.465,54.935001,53.25,54.005001,51.792259,130325200
AAPL,10/19/18,54.514999,55.314999,54.357498,54.827499,52.581047,132314800
AAPL,10/22/18,54.947498,55.84,54.735001,55.162498,52.902317,115168400
AAPL,10/23/18,53.9575,55.8125,53.674999,55.682499,53.401024,155071200
AAPL,10/24/18,55.650002,56.057499,53.634998,53.772499,51.569275,163702000
AAPL,10/25/18,54.427502,55.345001,54.1875,54.950001,52.69854,119423200
AAPL,10/26/18,53.974998,55.047501,53.1675,54.075001,51.859386,189033600
AAPL,10/29/18,54.797501,54.922501,51.522499,53.060001,50.885963,183742000
AAPL,10/30/18,52.787498,53.794998,52.317501,53.325001,51.140102,146640000
AAPL,10/31/18,54.220001,55.112499,54.154999,54.715,52.47316,153435600
AAPL,11/1/18,54.762501,55.59,54.202499,55.555,53.27874,233292800
AAPL,11/2/18,52.387501,53.412498,51.357498,51.869999,49.744732,365314800
AAPL,11/5/18,51.075001,51.0975,49.5425,50.397499,48.332565,264654800
AAPL,11/6/18,50.48,51.18,50.422501,50.942501,48.855236,127531600
AAPL,11/7/18,51.4925,52.514999,51.032501,52.487499,50.336933,133697600
AAPL,11/8/18,52.494999,52.529999,51.6875,52.122501,50.161293,101450400
AAPL,11/9/18,51.387501,51.502499,50.5625,51.1175,49.194103,137463200
AAPL,11/12/18,49.75,49.962502,48.447498,48.5425,46.716003,204542000
AAPL,11/13/18,47.907501,49.294998,47.862499,48.057499,46.249252,187531600
AAPL,11/14/18,48.474998,48.619999,46.482498,46.700001,44.942829,243204000
AAPL,11/15/18,47.0975,47.9925,46.724998,47.852501,46.051968,185915200
