Name,Date,Open,High,Low,Close,Adj Close,Volume
NFLX,7/30/18,351.929993,352.029999,334.019989,334.959991,334.959991,18260700
NFLX,7/31/18,331.51001,342.5,328,337.450012,337.450012,14085400
NFLX,8/1/18,335.869995,344.410004,334.019989,338.380005,338.380005,7790500
NFLX,8/2/18,337.230011,345,334.709991,344.5,344.5,7131300
NFLX,8/3/18,347.75,347.859985,338.480011,343.089996,343.089996,8848400
NFLX,8/6/18,342.869995,351.980011,341.73999,350.920013,350.920013,8198100
NFLX,8/7/18,353.230011,357.309998,349.01001,351.829987,351.829987,7970900
NFLX,8/8/18,352.209991,352.290009,346.609985,347.609985,347.609985,5394700
NFLX,8/9/18,347.959991,352.440002,345.820007,349.359985,349.359985,4820300
NFLX,8/10/18,346.910004,349.100006,344.420013,345.869995,345.869995,4328400
NFLX,8/13/18,339.890015,347.190002,339.070007,341.309998,341.309998,6888900
NFLX,8/14/18,342.089996,342.410004,336.25,337.48999,337.48999,5805200
NFLX,8/15/18,334.029999,335.5,321,326.399994,326.399994,11784500
NFLX,8/16/18,329.899994,331.170013,321.209991,322.440002,322.440002,6689700
NFLX,8/17/18,319.01001,324.369995,312.959991,316.779999,316.779999,10407900
NFLX,8/20/18,314.640015,331.600006,310.929993,327.730011,327.730011,13591100
NFLX,8/21/18,331,341.5,329.700012,338.019989,338.019989,14783200
NFLX,8/22/18,338.48999,346.209991,337.410004,344.440002,344.440002,8930700
NFLX,8/23/18,348.109985,350.079987,337.649994,339.170013,339.170013,11336400
NFLX,8/24/18,346,359.149994,344.540009,358.820007,358.820007,14729100
NFLX,8/27/18,367.149994,374.48999,360,364.579987,364.579987,17427300
NFLX,8/28/18,367.230011,369.98999,360.380005,368.48999,368.48999,9222600
NFLX,8/29/18,367.200012,369.859985,362.910004,368.040009,368.040009,8118700
NFLX,8/30/18,365,376.809998,363.540009,370.980011,370.980011,10981000
NFLX,8/31/18,370.660004,376,367.079987,367.679993,367.679993,7943400
NFLX,9/4/18,366.470001,368.880005,361.26001,363.600006,363.600006,7605200
NFLX,9/5/18,360,363.390015,335.829987,341.179993,341.179993,13092800
NFLX,9/6/18,347.440002,356,341.98999,346.459991,346.459991,13050200
NFLX,9/7/18,342.200012,355.75,341.25,348.679993,348.679993,9105800
NFLX,9/10/18,352.269989,352.5,343.079987,348.410004,348.410004,5752200
NFLX,9/11/18,344.670013,356.149994,343.899994,355.929993,355.929993,6198100
NFLX,9/12/18,359.079987,370.429993,356.23999,369.950012,369.950012,10480800
NFLX,9/13/18,371.910004,374.089996,366.839996,368.149994,368.149994,8366100
NFLX,9/14/18,368.549988,371.089996,363.459991,364.559998,364.559998,4756400
NFLX,9/17/18,364.220001,367.329987,349.570007,350.350006,350.350006,7071900
NFLX,9/18/18,353.670013,368.149994,351.559998,367.649994,367.649994,10414000
NFLX,9/19/18,373.950012,377.609985,359.170013,366.959991,366.959991,11876800
NFLX,9/20/18,370.26001,370.26001,363.170013,365.359985,365.359985,6768100
NFLX,9/21/18,366.589996,372.220001,360.73999,361.190002,361.190002,11930600
NFLX,9/24/18,359,373.640015,354.329987,369.609985,369.609985,9322500
NFLX,9/25/18,370.230011,371.339996,364.48999,369.429993,369.429993,6799800
NFLX,9/26/18,373.589996,382,370.880005,377.880005,377.880005,13799700
NFLX,9/27/18,379.869995,383.200012,376,380.709991,380.709991,7326200
NFLX,9/28/18,379.23999,380.799988,373.730011,374.130005,374.130005,7114900
NFLX,10/1/18,375.850006,386.109985,375.589996,381.429993,381.429993,8376600
NFLX,10/2/18,384.380005,386.799988,373.829987,377.140015,377.140015,8638700
NFLX,10/3/18,378.529999,380.929993,374.880005,377.049988,377.049988,5798600
NFLX,10/4/18,375.880005,375.920013,360.399994,363.649994,363.649994,9074400
NFLX,10/5/18,359.769989,363.5,343,351.350006,351.350006,13523000
NFLX,10/8/18,345.179993,352.950012,338.109985,349.100006,349.100006,12375500
NFLX,10/9/18,348.480011,358.720001,347.089996,355.709991,355.709991,8755000
NFLX,10/10/18,353.519989,355.149994,325.390015,325.890015,325.890015,17183100
NFLX,10/11/18,324.940002,334.200012,315.809998,321.100006,321.100006,16082100
NFLX,10/12/18,339.570007,341.299988,328.899994,339.559998,339.559998,14870800
NFLX,10/15/18,337.630005,339.209991,326.929993,333.130005,333.130005,11215000
NFLX,10/16/18,337.23999,347.950012,330.559998,346.399994,346.399994,20156400
NFLX,10/17/18,378.329987,380,356.5,364.700012,364.700012,32610900
NFLX,10/18/18,360.670013,362.200012,346.049988,346.709991,346.709991,18461000
NFLX,10/19/18,351,355.799988,332.200012,332.670013,332.670013,16717200
NFLX,10/22/18,333.100006,335.799988,320.339996,329.540009,329.540009,17097200
NFLX,10/23/18,318,336.579987,316.769989,333.160004,333.160004,14907300
NFLX,10/24/18,332.279999,333,300.730011,301.829987,301.829987,19039300
NFLX,10/25/18,307.119995,319.940002,305.25,312.869995,312.869995,13346900
NFLX,10/26/18,300.51001,313.98999,292.299988,299.829987,299.829987,19616000
NFLX,10/29/18,305.26001,307.890015,275.399994,284.839996,284.839996,21698800
NFLX,10/30/18,275.570007,290.519989,271.209991,285.809998,285.809998,23685700
NFLX,10/31/18,297.769989,311.5,295.049988,301.779999,301.779999,20360300
NFLX,11/1/18,304.589996,318.450012,296.670013,317.380005,317.380005,15121500
NFLX,11/2/18,318,321.880005,308.329987,309.100006,309.100006,13404600
NFLX,11/5/18,311.100006,317.529999,303.73999,315.440002,315.440002,10283000
NFLX,11/6/18,314.76001,320.220001,305.299988,310.839996,310.839996,9710400
NFLX,11/7/18,312.899994,328.559998,311,327.5,327.5,13328300
NFLX,11/8/18,328,332.049988,316.609985,317.920013,317.920013,11023900
NFLX,11/9/18,311.070007,312.980011,298.01001,303.470001,303.470001,13480800
NFLX,11/12/18,300,302.48999,290.630005,294.070007,294.070007,10924800
NFLX,11/13/18,295,303.549988,289.100006,294.399994,294.399994,12232200
NFLX,11/14/18,300.399994,301.839996,278.299988,286.730011,286.730011,16853600
NFLX,11/15/18,285.51001,292.5,282.160004,290.059998,290.059998,9967100
NFLX,11/16/18,287.140015,291.720001,281,286.209991,286.209991,9099500
NFLX,11/19/18,283.790009,285.089996,269.149994,270.600006,270.600006,12993800
NFLX,11/20/18,254.630005,276.339996,250,266.980011,266.980011,16693800
NFLX,11/21/18,274.420013,275.339996,261.51001,262.130005,262.130005,11023000
NFLX,11/23/18,260.109985,265.5,256.839996,258.820007,258.820007,5245100
NFLX,11/26/18,260.549988,266.25,253.800003,261.429993,261.429993,12498600
NFLX,11/27/18,259.23999,269.079987,256.140015,266.630005,266.630005,11149500
NFLX,11/28/18,271.980011,284,263.339996,282.649994,282.649994,14801300
NFLX,11/29/18,282.320007,290.48999,275.5,288.75,288.75,15431500
NFLX,11/30/18,288,290.809998,283.059998,286.130005,286.130005,11860100
NFLX,12/3/18,293.190002,298.720001,284.579987,290.299988,290.299988,14117400
NFLX,12/4/18,288.130005,295.73999,274.720001,275.329987,275.329987,12800600
NFLX,12/6/18,268.329987,283.220001,267.140015,282.880005,282.880005,13074300
NFLX,12/7/18,282.480011,284.209991,263.380005,265.140015,265.140015,12466700
NFLX,12/10/18,264.190002,271.179993,260.609985,269.700012,269.700012,9605600
NFLX,12/11/18,274.079987,274.5,262.76001,265.320007,265.320007,9843200
NFLX,12/12/18,267.660004,281.769989,266.480011,274.880005,274.880005,11456700
NFLX,12/13/18,277.640015,279.320007,271.850006,276.019989,276.019989,8379300
NFLX,12/14/18,271.809998,277.670013,265,266.839996,266.839996,9915300
NFLX,12/17/18,266.51001,272.980011,261.079987,262.799988,262.799988,9634700
NFLX,12/18/18,263.299988,275.75,263.290009,270.940002,270.940002,10350100
NFLX,12/19/18,269.959991,280.869995,263.769989,266.769989,266.769989,13788400
NFLX,12/20/18,264.640015,269.899994,251.880005,260.579987,260.579987,16792900
NFLX,12/21/18,263.829987,264.5,241.289993,246.389999,246.389999,21397600
NFLX,12/24/18,242,250.649994,233.679993,233.880005,233.880005,9547600
NFLX,12/26/18,233.919998,254.5,231.229996,253.669998,253.669998,14402700
NFLX,12/27/18,250.110001,255.589996,240.100006,255.570007,255.570007,12235200
NFLX,12/28/18,257.940002,261.910004,249.800003,256.079987,256.079987,10992800
NFLX,12/31/18,260.160004,270.100006,260,267.660004,267.660004,13508900
NFLX,1/2/19,259.279999,269.75,256.579987,267.660004,267.660004,11679500
NFLX,1/3/19,270.200012,275.790009,264.429993,271.200012,271.200012,14969600
NFLX,1/4/19,281.880005,297.799988,278.540009,297.570007,297.570007,19330100
NFLX,1/7/19,302.100006,316.799988,301.649994,315.339996,315.339996,18620100
NFLX,1/8/19,319.980011,320.589996,308.01001,320.269989,320.269989,15359200
NFLX,1/9/19,317.709991,323.350006,313.5,319.959991,319.959991,13343200
NFLX,1/10/19,314.570007,325.369995,312.5,324.660004,324.660004,13472500
