Name,Date,Open,High,Low,Close,Adj Close,Volume
MSFT,7/30/18,107.190002,107.529999,104.760002,105.370003,99.658722,34668300
MSFT,7/31/18,106.489998,106.720001,105.379997,106.080002,100.330238,27655200
MSFT,8/1/18,106.029999,106.449997,105.419998,106.279999,100.519386,23628700
MSFT,8/2/18,105.400002,108.089996,104.839996,107.57,101.739456,26104300
MSFT,8/3/18,107.800003,108.050003,106.82,108.040001,102.183983,18659600
MSFT,8/6/18,108.120003,108.419998,107.559998,108.129997,102.269119,20265900
MSFT,8/7/18,108.559998,109.099998,108.169998,108.879997,102.978462,16080200
MSFT,8/8/18,109.330002,109.75,108.760002,109.489998,103.555412,15487500
MSFT,8/9/18,109.709999,110.160004,109.599998,109.669998,103.725647,13677200
MSFT,8/10/18,109.419998,109.690002,108.379997,109,103.091957,18183700
MSFT,8/13/18,109.239998,109.580002,108.099998,108.209999,102.344772,18472500
MSFT,8/14/18,108.559998,109.75,108.040001,109.559998,103.621597,16788300
MSFT,8/15/18,108.489998,108.989998,106.82,107.660004,102.216438,29982800
MSFT,8/16/18,108.300003,108.860001,107.300003,107.639999,102.197456,21384300
MSFT,8/17/18,107.360001,107.900002,106.690002,107.580002,102.140495,18061500
MSFT,8/20/18,107.510002,107.900002,106.480003,106.870003,101.466393,17914200
MSFT,8/21/18,106.919998,107.349998,105.849998,105.980003,100.621407,22881900
MSFT,8/22/18,105.849998,107.339996,105.779999,107.059998,101.646774,18000600
MSFT,8/23/18,107.150002,108.18,106.870003,107.559998,102.121498,18167700
MSFT,8/24/18,107.669998,108.559998,107.559998,108.400002,102.919029,17234000
MSFT,8/27/18,109.269997,109.639999,108.510002,109.599998,104.058365,19662300
MSFT,8/28/18,109.940002,110.5,109.790001,110.260002,104.684982,19151500
MSFT,8/29/18,110.449997,112.029999,110.269997,112.019997,106.35598,20818000
MSFT,8/30/18,111.669998,112.610001,111.440002,111.949997,106.289528,22798700
MSFT,8/31/18,111.690002,112.779999,111.519997,112.330002,106.650307,23222700
MSFT,9/4/18,110.849998,111.959999,110.220001,111.709999,106.061638,22634600
MSFT,9/5/18,111.010002,111.419998,108.099998,108.489998,103.004471,32872400
MSFT,9/6/18,108.25,108.989998,107.510002,108.739998,103.241829,23477600
MSFT,9/7/18,108.230003,108.720001,107.230003,108.209999,102.738625,22498600
MSFT,9/10/18,108.839996,109.639999,108.360001,109.379997,103.849472,20727900
MSFT,9/11/18,108.900002,111.589996,108.889999,111.239998,105.615433,24301800
MSFT,9/12/18,111.43,111.849998,110.510002,111.709999,106.061638,18891100
MSFT,9/13/18,112.120003,113.730003,112.120003,112.910004,107.200996,26055600
MSFT,9/14/18,113.360001,113.730003,112.440002,113.370003,107.637741,19122300
MSFT,9/17/18,113.690002,113.699997,111.860001,112.139999,106.469917,20736500
MSFT,9/18/18,112.190002,113.699997,111.720001,113.209999,107.485825,22170900
MSFT,9/19/18,113.050003,113.32,111.040001,111.699997,106.052155,21728400
MSFT,9/20/18,112.279999,113.800003,111.93,113.57,107.827621,23714500
MSFT,9/21/18,114,115.290001,113.510002,114.260002,108.482719,71229700
MSFT,9/24/18,113.029999,114.900002,112.220001,114.669998,108.871986,27334500
MSFT,9/25/18,114.800003,115.099998,113.75,114.449997,108.663101,22668000
MSFT,9/26/18,114.470001,115.059998,113.739998,113.980003,108.216904,19352000
MSFT,9/27/18,114.779999,114.910004,114.199997,114.410004,108.625153,19091300
MSFT,9/28/18,114.190002,114.57,113.68,114.370003,108.587181,21647800
MSFT,10/1/18,114.75,115.68,114.730003,115.610001,109.764458,18883100
MSFT,10/2/18,115.300003,115.839996,114.440002,115.150002,109.327721,20787200
MSFT,10/3/18,115.419998,116.18,114.93,115.169998,109.346695,16648000
MSFT,10/4/18,114.610001,114.760002,111.629997,112.790001,107.087044,34821700
MSFT,10/5/18,112.629997,113.169998,110.639999,112.129997,106.460434,29068900
MSFT,10/8/18,111.660004,112.029999,109.339996,110.849998,105.245148,29640600
MSFT,10/9/18,111.139999,113.080002,110.800003,112.260002,106.583847,26198600
MSFT,10/10/18,111.239998,111.5,105.790001,106.160004,100.792282,61376300
MSFT,10/11/18,105.349998,108.93,104.199997,105.910004,100.554932,63904300
MSFT,10/12/18,109.010002,111.239998,107.120003,109.57,104.029869,47742100
MSFT,10/15/18,108.910004,109.480003,106.949997,107.599998,102.15947,32068100
MSFT,10/16/18,109.540001,111.410004,108.949997,111,105.38755,31610200
MSFT,10/17/18,111.68,111.809998,109.550003,110.709999,105.112221,26548200
MSFT,10/18/18,110.099998,110.529999,107.830002,108.5,103.013969,32506200
MSFT,10/19/18,108.93,110.860001,108.209999,108.660004,103.165878,32785500
MSFT,10/22/18,109.32,110.540001,108.239998,109.629997,104.08683,26545600
MSFT,10/23/18,107.769997,108.970001,105.110001,108.099998,102.634193,43770400
MSFT,10/24/18,108.410004,108.489998,101.589996,102.32,97.146431,63897800
MSFT,10/25/18,106.550003,109.269997,106.150002,108.300003,102.824081,61646800
MSFT,10/26/18,105.690002,108.75,104.760002,106.959999,101.551834,55523100
MSFT,10/29/18,108.110001,108.699997,101.629997,103.849998,98.599091,55162000
MSFT,10/30/18,103.660004,104.379997,100.110001,103.730003,98.485161,65350900
MSFT,10/31/18,105.440002,108.139999,105.389999,106.809998,101.409416,51062400
MSFT,11/1/18,107.050003,107.32,105.529999,105.919998,100.5644,33384200
MSFT,11/2/18,106.480003,107.32,104.980003,106.160004,100.792282,37680200
MSFT,11/5/18,106.370003,107.739998,105.900002,107.510002,102.074013,27922100
MSFT,11/6/18,107.379997,108.839996,106.279999,107.720001,102.273415,24340200
MSFT,11/7/18,109.440002,112.239998,109.400002,111.959999,106.299026,37901700
MSFT,11/8/18,111.800003,112.209999,110.910004,111.75,106.09964,25644100
MSFT,11/9/18,110.849998,111.449997,108.760002,109.57,104.029869,32039200
MSFT,11/12/18,109.419998,109.959999,106.099998,106.870003,101.466393,33621800
MSFT,11/13/18,107.550003,108.739998,106.639999,106.940002,101.532845,35374600
MSFT,11/14/18,108.099998,108.260002,104.470001,104.970001,100.093002,39495100
MSFT,11/15/18,104.989998,107.800003,103.910004,107.279999,102.295677,38505200
MSFT,11/16/18,107.080002,108.879997,106.800003,108.290001,103.258736,33502100
MSFT,11/19/18,108.269997,108.559998,103.550003,104.620003,99.759277,44773900
MSFT,11/20/18,101.800003,102.970001,99.349998,101.709999,96.984467,64052500
MSFT,11/21/18,103.599998,104.43,102.239998,103.110001,98.319427,28130600
MSFT,11/23/18,102.169998,103.809998,102,103.07,98.281265,13823100
MSFT,11/26/18,104.790001,106.629997,104.580002,106.470001,101.523315,32336200
MSFT,11/27/18,106.269997,107.330002,105.360001,107.139999,102.162193,29124500
MSFT,11/28/18,107.889999,111.330002,107.860001,111.120003,105.957268,46788500
MSFT,11/29/18,110.330002,111.120003,109.029999,110.190002,105.070473,28123200
MSFT,11/30/18,110.699997,110.970001,109.360001,110.889999,105.737968,33665600
MSFT,12/3/18,113,113.419998,110.730003,112.089996,106.88221,34732800
MSFT,12/4/18,111.940002,112.639999,108.209999,108.519997,103.47805,45197000
MSFT,12/6/18,105.82,109.239998,105,109.190002,104.116951,49107400
MSFT,12/7/18,108.379997,109.449997,104.300003,104.82,99.949966,45044900
MSFT,12/10/18,104.800003,107.980003,103.889999,107.589996,102.591278,40801500
MSFT,12/11/18,109.800003,110.949997,107.440002,108.589996,103.544807,42381900
MSFT,12/12/18,110.889999,111.269997,109.040001,109.080002,104.012039,36183000
MSFT,12/13/18,109.580002,110.870003,108.629997,109.449997,104.364861,31333400
MSFT,12/14/18,108.25,109.260002,105.5,106.029999,101.103752,47043100
MSFT,12/17/18,105.410004,105.800003,101.709999,102.889999,98.109634,56957300
MSFT,12/18/18,103.75,104.510002,102.519997,103.970001,99.139473,49319200
MSFT,12/19/18,103.650002,106.879997,101.349998,103.690002,98.872452,68198200
MSFT,12/20/18,103.050003,104.309998,98.779999,101.510002,96.793739,70334200
MSFT,12/21/18,101.629997,103,97.459999,98.230003,93.666138,111242100
MSFT,12/24/18,97.68,97.970001,93.980003,94.129997,89.756638,43935200
MSFT,12/26/18,95.139999,100.690002,93.959999,100.559998,95.887894,51634800
MSFT,12/27/18,99.300003,101.190002,96.400002,101.18,96.47908,49498500
MSFT,12/28/18,102.089996,102.410004,99.519997,100.389999,95.725792,38196300
